Marine_environment	Environment	stID	tsID	popID	filename	description	citation	URL	total_N	steps	interval_MY	trait_type	log_transformed	taxa	species	microfossil	sampling	age_model	sediment	environment2	period_start	period_end	epoch_start	epoch_end	age_start	age_end	source	publication_year	signature	lat	lon	set
planktic	marine	84	103	84_a	Scott_conical	"Globorotalia conoidea-puncticulata, conical angle"	"Scott, G.H. (1979) ?The late Miocene to early Pliocene history of the Globorotalia miozea plexus from Blind River, New Zealand,? Marine micropaleontology, 4(C), pp. 341?361."	https://pdf.sciencedirectassets.com/271823/1-s2.0-S0377839800X00679/1-s2.0-0377839879900240/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEEoaCXVzLWVhc3QtMSJHMEUCIQCEefxUC2xkyiwD71hsaHOJbx9ez%2BYzzLF%2F%2BUmpyC1P6wIgFq9A%2B8yIxF9cuiRK7ijcvqPX0unvocRiRorVfebzTQwqswUIExAFGgwwNTkwMDM1NDY4NjUiDCrVGjw41WqGmbKj9yqQBVjZmZbYuL5L3KckxGdpchTRVu4MPEXsPHwgtaZUX71Rf3Qp5T1ZsZ9GNwGnp0YtMElekCBA5pmbcGAURWP%2F81odm04QnTHjGF4qnMFAHs7mrMHfMQOk%2B%2FZICe9RW64vXPaSjes4BDTCGMK65N%2Fz6rHRa1tptgU03446ExSq0q9oOg1JpXhTPrRl6SmyY9fu7xOAetGxzS8BQfIPoyzty%2BFf1naDGyD7BfgQofXDdjQeBlTZXxCojM2hXcLQBns5xdRQU4WJ%2FqxTfFSESR0gbGbiMCjLp70Wlp%2B8Fg94epjp6%2By8oyTFuEN8%2BG9nwNyc7iNfZvGtFWMYVy7rz2hKO9ZRXVC%2F8X30TgwBMXQEBCs5euQjHN%2FRhIR0CLDX05jA7C5xyeYtTzyr5oe8o4evBRfUkgFUAQxEhWl8YjwO8YdF%2BFPfrBcHI618IE%2BvxvHDcOiLlAyX8cbKopJmr%2BUYh4KO5EwZxYGPhhoHp1hWQH3XnUnikhanqnas%2BWkzNiJpWaD3qbTt90mxAbh%2BwUIkxVX7igNCnW5s46uK2wMk6MdV%2BMFwdl6fkvplW%2FjSz0f3rTZKApu5JEgZn5unbiMwAEOR6LkjAL8nBvwiVd0cAYF8UWDLE7uNjYhRjwMYIh90ZaWialLh9%2FtOvh9qhSXX9MLBGnHJOWs5iXB86gXhb%2F46KJ3vcwe%2BzOeD%2BLrrd25xNWx6ce%2BUPXBe7JFlhPBa75WOAcy5MwtdHUQlVIU8ydzSPAR1RC0QtWa55XSqH7%2FjWr41Y9UJZnslYnhsOKIfVf3UY%2BkPDA0zJIvezfizUJNTRqLWC9KdB4d0zpby289znndqOY94mY8WmhaoVTm4GI7QShMMyiYDfpr7fQazy1jKMIbEy6AGOrEB9YM8Tm5ONA8yBQd8DMRTUOzC%2F0TJFT3ds5IEwal7lG%2FdHSFR2vLGHCX1bSnkq5bQtC7pAwEnCOLIDTL%2F7yKO4ZbbDdESL9ALK%2BlyJd2WNUaDsl%2FOtuavERksaLbr7OirNGBPU0hvDPaMZr2aprf9WYLTV%2F1pKbCBq8PxLOUcigSoplx7%2BMurIXvOejmOUN0jHCaW6RgUtt%2B8HG3lyMMRYG7GzKx%2BQAOGl6E4hkeANeNK&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20230316T103734Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTY6JN2SC4L%2F20230316%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=7e6d9efc15aac1b9f820f37e97f5abba7e0563e25d7cf64a090a9e807afe9a37&hash=85bba30766771b15cf89c77be73f662e7c6c352cdbafc00639579eb2ea070045&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=0377839879900240&tid=spdf-fe7cb668-c077-4fd5-8c3c-29120f804cb0&sid=38ccd0ef7dda2342816b8256c6a9c8eb0d1cgxrqb&type=client&ua=080c59025c0451015c52&rr=7a8c5c938e29b4ed&cc=no	479	11	6.597222222	angle	no	foram	Globorotalia conoidea-puncticulata	yes	geological fieldwork	NA	siliciclastic	marine	Neogene	Neogene	Miocene	Pliocene	Tortonian	Zanclean	HuntDB	1979	MFA 	-41.7	174.12	no
planktic	marine	86	101	86_a	murphy_elongation	"Icriodus steinachensis, elongation index (W/L)"	"Murphy, M. A., & Cebecioglu, M. K. (1984). The Icriodus steinachensis and I. claudiae Lineages (Devonian Conodonts). Journal of Paleontology, 58(6), 1399?1411"	https://www.jstor.org/stable/1304889?seq=8	713	11	1.068736142	ratio	no	conodont	Icriodus steinachensis	yes	geological fieldwork	NA	unknown	marine	Devonian	Devonian	Lower Devonian	Lower Devonian	Lochkovian	Pragian	HuntDB	1984	MFA 	39.37	-115.62	no
benthic	marine	87	100	87_a	Kaim_whorl	Rissoina (Buvignieria) sp.. Diameter at the forst whorl of the teleoconch.	"Kaim, A. (2002). Gradual evolution of the Early Cretaceous marine gastropod Rissoina lineage in central Poland. Acta palaeontologica polonica, 47(4)."	https://agro.icm.edu.pl/agro/element/bwmeta1.element.agro-article-ed0a448f-ddb4-4cb0-98aa-cc0f0fcc353a	56	19	5	linear	no	gastropod	Rissoina (Buvignieria) sp.	yes	geological fieldwork	NA	siliciclastic	marine	Cretaceous	Cretaceous	Lower Cretaceous	Lower Cretaceous	Valanginian	Valanginian	HuntDB	2002	MFA	51.5	20.06	yes
benthic	marine	87	99	87_b	Kaim_shoulder	Rissoina (Buvignieria) sp.. Shoulder angle	"Kaim, A. (2002). Gradual evolution of the Early Cretaceous marine gastropod Rissoina lineage in central Poland. Acta palaeontologica polonica, 47(4)."	https://agro.icm.edu.pl/agro/element/bwmeta1.element.agro-article-ed0a448f-ddb4-4cb0-98aa-cc0f0fcc353a	51	18	4.62	angle	no	gastropod	Rissoina (Buvignieria) sp.	yes	geological fieldwork	NA	siliciclastic	marine	Cretaceous	Cretaceous	Lower Cretaceous	Lower Cretaceous	Valanginian	Valanginian	HuntDB	2002	MFA	51.51	20.07	yes
unsure benthic	lacustrine	88	98	88_a	Janz_esphi	"Leucocythere esphigmena, Height/length ratios of female right valves"	"Janz, H. (2000). An example of intralacustrine evolution at an early stage: the freshwater ostracods of the Miocene crater lake of Steinheim (Germany). Hydrobiologia, 419, 103-117."	https://link.springer.com/article/10.1023/A:1003914830750	99	20	0.440909091	ratio	no	ostracod	Leucocythere esphigmena	yes	geological fieldwork	NA	siliciclastic	lacustrine	Neogene	Neogene	Miocene	Miocene	unknown	unknown	HuntDB	2000	MFA	48.41	10.04	no
unsure benthic	lacustrine	88	97	88_b	Janz_immi	"Leucocythere immigrata, Height/length ratios of female right valves"	"Janz, H. (2000). An example of intralacustrine evolution at an early stage: the freshwater ostracods of the Miocene crater lake of Steinheim (Germany). Hydrobiologia, 419, 103-117."	https://link.springer.com/article/10.1023/A:1003914830750	67	15	0.440909091	ratio	no	ostracod	Leucocythere immigrata	yes	geological fieldwork	NA	siliciclastic	lacustrine	Neogene	Neogene	Miocene	Miocene	unknown	unknown	HuntDB	2000	MFA	48.41	10.04	no
unsure benthic	lacustrine	88	96	88_c	Janz_sieb	"Leucocythere sieberi, Height/length ratios of female right valves. NB:small sample sizes"	"Janz, H. (2000). An example of intralacustrine evolution at an early stage: the freshwater ostracods of the Miocene crater lake of Steinheim (Germany). Hydrobiologia, 419, 103-117."	https://link.springer.com/article/10.1023/A:1003914830750	59	15	0.236363636	ratio	no	ostracod	Leucocythere sieberi	yes	geological fieldwork	NA	siliciclastic	lacustrine	Neogene	Neogene	Miocene	Miocene	unknown	unknown	HuntDB	2000	MFA	48.41	10.04	no
planktic	marine	89	95	89_a	Dzik_1990_denticles	"Amorphognathus tvaerensis, number of denticles "	"Dzik, J. (1989). Conodont evolution in high latitudes of the Ordovician. Courier Forschungsinstitut Senckenberg, 117, 1-28."	https://www.paleo.pan.pl/people/Dzik/Publications/highlatitudesDzik.pdf	213	13	9	count	no	conodont	Amorphognathus tvaerensis	yes	diffuse sampling	NA	mixed	marine	Ordovician	Ordovician	unknown	unknown	unknown	unknown	HuntDB	1990	MFA			yes
planktic	marine	89	94	89_a	Dzik_1990_AP	" Amorphognathus tvaerensis, ratio in length between branches of the posterolateral process elements (A/P)"	"Dzik, J. (1989). Conodont evolution in high latitudes of the Ordovician. Courier Forschungsinstitut Senckenberg, 117, 1-28."	https://www.paleo.pan.pl/people/Dzik/Publications/highlatitudesDzik.pdf	124	9	9	ratio	no	conodont	Amorphognathus tvaerensis	yes	diffuse sampling	NA	mixed	marine	Ordovician	Ordovician	unknown	unknown	unknown	unknown	HuntDB	1990	MFA			yes
planktic	marine	91	80	91_a	Romein_cruc_nahal	"Length Cruciplacolithus primus, Nahal section"	"Romein, A. (1979). Lineages in early Paleocene nannoplankton. Utrecht Micropaleontological Bulletin, 22, 18-22."	https://dspace.library.uu.nl/handle/1874/205849	400	8	6.441088235	linear	no	coccolith	Cruciplacolithus primus	yes	geological fieldwork	NA	unknown	marine	Paleogene	Paleogene	Paleocene	Eocene	unknown	unknown	HuntDB	1979	MFA			NA
planktic	marine	91	79	91_b	Romein_disc_nahal	"Length Discoaster multiradiatus, Nahal section"	"Romein, A. (1979). Lineages in early Paleocene nannoplankton. Utrecht Micropaleontological Bulletin, 22, 18-22."	https://dspace.library.uu.nl/handle/1874/205849	300	10	1.562691176	linear	no	coccolith	Discoaster multiradiatus	yes	geological fieldwork	NA	unknown	marine	Paleogene	Paleogene	Paleocene	Eocene	unknown	unknown	HuntDB	1979	MFA			NA
planktic	marine	91	78	91_c	Romein_cruc_caravaca	"Length Cruciplacolithus primus, Caravaca section"	"Romein, A. (1979). Lineages in early Paleocene nannoplankton. Utrecht Micropaleontological Bulletin, 22, 18-22."	https://dspace.library.uu.nl/handle/1874/205849	400	8	4.98425	linear	no	coccolith	Cruciplacolithus primus	yes	geological fieldwork	NA	unknown	marine	Paleogene	Paleogene	Paleocene	Eocene	unknown	unknown	HuntDB	1979	MFA			NA
planktic	marine	91	77	91_d	Romein_disc_caravaca	"Length Cruciplacolithus primus, Caravaca section"	"Romein, A. (1979). Lineages in early Paleocene nannoplankton. Utrecht Micropaleontological Bulletin, 22, 18-22."	https://dspace.library.uu.nl/handle/1874/205849	400	8	4.98425	linear	no	coccolith	Discoaster multiradiatus	yes	geological fieldwork	NA	unknown	marine	Paleogene	Paleogene	Paleocene	Eocene	unknown	unknown	HuntDB	1979	MFA			NA
benthic	marine	92	76	92_a	Yamaguchi_morphoS_RV_length	Krithe dolichodeira (morphotype S) length of right valve	"Yamaguchi, T., Honda, R., Matsui, H., & Nishi, H. (2017). Sexual shape dimorphism and selection pressure on males in fossil ostracodes. Paleobiology, 43(3), 407-424."	https://pubs.geoscienceworld.org/paleobiol/article-abstract/43/3/407/520301/Sexual-shape-dimorphism-and-selection-pressure-on	36	28	5.306	linear	no	ostracod	Krithe dolichodeira (morphotype S)	yes	sediment core	NA	unknown	marine	Paleogene	Paleogene	Paleocene	Paleocene	Danian	Thanetian	supplementary data	2017	MFA	41.25	49.48	yes
benthic	marine	92	75	92_a	Yamaguchi_morphoS_RV_height	Krithe dolichodeira (morphotype S) heigth of right valve	"Yamaguchi, T., Honda, R., Matsui, H., & Nishi, H. (2017). Sexual shape dimorphism and selection pressure on males in fossil ostracodes. Paleobiology, 43(3), 407-424."	https://pubs.geoscienceworld.org/paleobiol/article-abstract/43/3/407/520301/Sexual-shape-dimorphism-and-selection-pressure-on	36	28	5.306	linear	no	ostracod	Krithe dolichodeira (morphotype S)	yes	sediment core	NA	unknown	marine	Paleogene	Paleogene	Paleocene	Paleocene	Danian	Thanetian	supplementary data	2017	MFA	41.25	49.48	yes
benthic	marine	92	74	92_b	Yamaguchi_morphoS_LV_length	Krithe dolichodeira (morphotype S) length of left valve	"Yamaguchi, T., Honda, R., Matsui, H., & Nishi, H. (2017). Sexual shape dimorphism and selection pressure on males in fossil ostracodes. Paleobiology, 43(3), 407-424."	https://pubs.geoscienceworld.org/paleobiol/article-abstract/43/3/407/520301/Sexual-shape-dimorphism-and-selection-pressure-on	25	19	5.624	linear	no	ostracod	Krithe dolichodeira (morphotype S)	yes	sediment core	NA	unknown	marine	Paleogene	Paleogene	Paleocene	Paleocene	Danian	Thanetian	supplementary data	2017	MFA	41.25	49.48	yes
benthic	marine	92	73	92_b	Yamaguchi_morphoS_LV_height	Krithe dolichodeira (morphotype S) height of left valve	"Yamaguchi, T., Honda, R., Matsui, H., & Nishi, H. (2017). Sexual shape dimorphism and selection pressure on males in fossil ostracodes. Paleobiology, 43(3), 407-424."	https://pubs.geoscienceworld.org/paleobiol/article-abstract/43/3/407/520301/Sexual-shape-dimorphism-and-selection-pressure-on	25	19	5.624	linear	no	ostracod	Krithe dolichodeira (morphotype S)	yes	sediment core	NA	unknown	marine	Paleogene	Paleogene	Paleocene	Paleocene	Danian	Thanetian	supplementary data	2017	MFA	41.25	49.48	yes
benthic	marine	92	72	92_c	Yamaguchi_morphoB_RV_length	Krithe dolichodeira (morphotype B) length of Right valve	"Yamaguchi, T., Honda, R., Matsui, H., & Nishi, H. (2017). Sexual shape dimorphism and selection pressure on males in fossil ostracodes. Paleobiology, 43(3), 407-424."	https://pubs.geoscienceworld.org/paleobiol/article-abstract/43/3/407/520301/Sexual-shape-dimorphism-and-selection-pressure-on	70	46	5.732	linear	no	ostracod	Krithe dolichodeira (morphotype B)	yes	sediment core	NA	unknown	marine	Paleogene	Paleogene	Paleocene	Paleocene	Danian	Thanetian	supplementary data	2017	MFA	41.25	49.48	yes
benthic	marine	92	71	92_c	Yamaguchi_morphoB_RV_height	Krithe dolichodeira (morphotype B) height of right valve	"Yamaguchi, T., Honda, R., Matsui, H., & Nishi, H. (2017). Sexual shape dimorphism and selection pressure on males in fossil ostracodes. Paleobiology, 43(3), 407-424."	https://pubs.geoscienceworld.org/paleobiol/article-abstract/43/3/407/520301/Sexual-shape-dimorphism-and-selection-pressure-on	70	46	5.732	linear	no	ostracod	Krithe dolichodeira (morphotype B)	yes	sediment core	NA	unknown	marine	Paleogene	Paleogene	Paleocene	Paleocene	Danian	Thanetian	supplementary data	2017	MFA	41.25	49.48	yes
benthic	marine	92	70	92_d	Yamaguchi_morphoB_LV_length	Krithe dolichodeira (morphotype B) length of left valve	"Yamaguchi, T., Honda, R., Matsui, H., & Nishi, H. (2017). Sexual shape dimorphism and selection pressure on males in fossil ostracodes. Paleobiology, 43(3), 407-424."	https://pubs.geoscienceworld.org/paleobiol/article-abstract/43/3/407/520301/Sexual-shape-dimorphism-and-selection-pressure-on	70	46	5.732	linear	no	ostracod	Krithe dolichodeira (morphotype B)	yes	sediment core	NA	unknown	marine	Paleogene	Paleogene	Paleocene	Paleocene	Danian	Thanetian	supplementary data	2017	MFA	41.25	49.48	yes
benthic	marine	92	69	92_d	Yamaguchi_morphoB_LV_height	Krithe dolichodeira (morphotype B) height of left valve	"Yamaguchi, T., Honda, R., Matsui, H., & Nishi, H. (2017). Sexual shape dimorphism and selection pressure on males in fossil ostracodes. Paleobiology, 43(3), 407-424."	https://pubs.geoscienceworld.org/paleobiol/article-abstract/43/3/407/520301/Sexual-shape-dimorphism-and-selection-pressure-on	56	38	5.732	linear	no	ostracod	Krithe dolichodeira (morphotype B)	yes	sediment core	NA	unknown	marine	Paleogene	Paleogene	Paleocene	Paleocene	Danian	Thanetian	supplementary data	2017	MFA	41.25	49.48	yes
planktic	marine	93	68	93_a	tiraboschi_affcenL	W. aff W. communis central length	"Tiraboschi, D., & Erba, E. (2010). Calcareous nannofossil biostratigraphy (Upper Bajocian?Lower Bathonian) of the Ravin du BŠs section (Bas Auran, Subalpine Basin, SE France): evolutionary trends of Watznaueria barnesiae and new findings of ?Rucinolithus? morphotypes. Geobios, 43(1), 59-76."	https://www.sciencedirect.com/science/article/pii/S0016699509001004	48	6	0.6	linear	no	coccolith	W. aff. W. communis	yes	geological fieldwork	NA	carbonate	marine	Jurassic	Jurassic	Middle Jurassic	Middle Jurassic	Bajocian	Bathonian	HuntDB	2009	MFA	43.95	6.35	yes
planktic	marine	93	67	93_a	tiraboschi-affcenW	W. aff W. communis central width	"Tiraboschi, D., & Erba, E. (2010). Calcareous nannofossil biostratigraphy (Upper Bajocian?Lower Bathonian) of the Ravin du BŠs section (Bas Auran, Subalpine Basin, SE France): evolutionary trends of Watznaueria barnesiae and new findings of ?Rucinolithus? morphotypes. Geobios, 43(1), 59-76."	https://www.sciencedirect.com/science/article/pii/S0016699509001004	48	6	0.6	linear	no	coccolith	W. aff. W. communis	yes	geological fieldwork	NA	carbonate	marine	Jurassic	Jurassic	Middle Jurassic	Middle Jurassic	Bajocian	Bathonian	HuntDB	2009	MFA	43.95	6.35	yes
planktic	marine	93	66	93_a	tiraboshi-affcoccL	W. aff W. communis coccolith length	"Tiraboschi, D., & Erba, E. (2010). Calcareous nannofossil biostratigraphy (Upper Bajocian?Lower Bathonian) of the Ravin du BŠs section (Bas Auran, Subalpine Basin, SE France): evolutionary trends of Watznaueria barnesiae and new findings of ?Rucinolithus? morphotypes. Geobios, 43(1), 59-76."	https://www.sciencedirect.com/science/article/pii/S0016699509001004	48	6	0.6	linear	no	coccolith	W. aff. W. communis	yes	geological fieldwork	NA	carbonate	marine	Jurassic	Jurassic	Middle Jurassic	Middle Jurassic	Bajocian	Bathonian	HuntDB	2009	MFA	43.95	6.35	yes
planktic	marine	93	65	93_a	tiraboshi-affcoccW	W. aff W. communis coccolith width	"Tiraboschi, D., & Erba, E. (2010). Calcareous nannofossil biostratigraphy (Upper Bajocian?Lower Bathonian) of the Ravin du BŠs section (Bas Auran, Subalpine Basin, SE France): evolutionary trends of Watznaueria barnesiae and new findings of ?Rucinolithus? morphotypes. Geobios, 43(1), 59-76."	https://www.sciencedirect.com/science/article/pii/S0016699509001004	48	6	0.6	linear	no	coccolith	W. aff. W. communis	yes	geological fieldwork	NA	carbonate	marine	Jurassic	Jurassic	Middle Jurassic	Middle Jurassic	Bajocian	Bathonian	HuntDB	2009	MFA	43.95	6.35	yes
planktic	marine	93	64	93_b	tiraboschi-comcentL	W. communis central length	"Tiraboschi, D., & Erba, E. (2010). Calcareous nannofossil biostratigraphy (Upper Bajocian?Lower Bathonian) of the Ravin du BŠs section (Bas Auran, Subalpine Basin, SE France): evolutionary trends of Watznaueria barnesiae and new findings of ?Rucinolithus? morphotypes. Geobios, 43(1), 59-76."	https://www.sciencedirect.com/science/article/pii/S0016699509001004	322	16	0.9	linear	no	coccolith	W. communis	yes	geological fieldwork	NA	carbonate	marine	Jurassic	Jurassic	Middle Jurassic	Middle Jurassic	Bajocian	Bathonian	HuntDB	2009	MFA	43.95	6.35	yes
planktic	marine	93	63	93_b	tiraboschi-comcenW	W. communis central width	"Tiraboschi, D., & Erba, E. (2010). Calcareous nannofossil biostratigraphy (Upper Bajocian?Lower Bathonian) of the Ravin du BŠs section (Bas Auran, Subalpine Basin, SE France): evolutionary trends of Watznaueria barnesiae and new findings of ?Rucinolithus? morphotypes. Geobios, 43(1), 59-76."	https://www.sciencedirect.com/science/article/pii/S0016699509001004	322	16	0.9	linear	no	coccolith	W. communis	yes	geological fieldwork	NA	carbonate	marine	Jurassic	Jurassic	Middle Jurassic	Middle Jurassic	Bajocian	Bathonian	HuntDB	2009	MFA	43.95	6.35	yes
planktic	marine	93	62	93_b	tiraboschi-comcoccL	W. communis central length	"Tiraboschi, D., & Erba, E. (2010). Calcareous nannofossil biostratigraphy (Upper Bajocian?Lower Bathonian) of the Ravin du BŠs section (Bas Auran, Subalpine Basin, SE France): evolutionary trends of Watznaueria barnesiae and new findings of ?Rucinolithus? morphotypes. Geobios, 43(1), 59-76."	https://www.sciencedirect.com/science/article/pii/S0016699509001004	322	16	0.9	linear	no	coccolith	W. communis	yes	geological fieldwork	NA	carbonate	marine	Jurassic	Jurassic	Middle Jurassic	Middle Jurassic	Bajocian	Bathonian	HuntDB	2009	MFA	43.95	6.35	yes
planktic	marine	93	61	93_b	tiraboschi-comcoccW	W. communis central width	"Tiraboschi, D., & Erba, E. (2010). Calcareous nannofossil biostratigraphy (Upper Bajocian?Lower Bathonian) of the Ravin du BŠs section (Bas Auran, Subalpine Basin, SE France): evolutionary trends of Watznaueria barnesiae and new findings of ?Rucinolithus? morphotypes. Geobios, 43(1), 59-76."	https://www.sciencedirect.com/science/article/pii/S0016699509001004	322	16	0.9	linear	no	coccolith	W. communis	yes	geological fieldwork	NA	carbonate	marine	Jurassic	Jurassic	Middle Jurassic	Middle Jurassic	Bajocian	Bathonian	HuntDB	2009	MFA	43.95	6.35	yes
planktic	marine	97	14	97_a	Knappertsbusch-area-502	"Globorotalia menardii menardii (morph alpha) , surface areas in keel view. Site 502. (n = 1 because data the information provided (in a figure) allowed computation of standard errors, not standaerd deviations. When the input data are squared standard errors (instead of sample variances), settingn n = 1 for all samples results in the proper calculations in paleoTS.)"	"Knappertsbusch, M. (2007) ?Morphological variability of Globorotalia menardii (planktonic foraminifera) in two DSDP cores from the Caribbean Sea and the Eastern Equatorial Pacific,? Carnets de Geologie, CG2007(A04), pp. 1?34."	https://hal.science/hal-00164930	27	27	7.1157594	area	no	foram	Globorotalia menardii menardii	yes	sediment core	NA	mixed	marine	Neogene	Quaternary	Miocene	Holocene	Tortonian	Recent	HuntDB	2007	MFA	11.29	-79.22	yes
planktic	marine	97	13	97_a	Knappertsbusch-angle-502	"Globorotalia menardii menardii (morph alpha) , surface areas in keel view. Site 502. (n = 1 because data the information provided (in a figure) allowed computation of standard errors, not standaerd deviations. When the input data are squared standard errors (instead of sample variances), settingn n = 1 for all samples results in the proper calculations in paleoTS.)"	"Knappertsbusch, M. (2007) ?Morphological variability of Globorotalia menardii (planktonic foraminifera) in two DSDP cores from the Caribbean Sea and the Eastern Equatorial Pacific,? Carnets de Geologie, CG2007(A04), pp. 1?34."	https://hal.science/hal-00164930	27	27	7.1157594	angle	no	foram	Globorotalia menardii menardii	yes	sediment core	NA	mixed	marine	Neogene	Quaternary	Miocene	Holocene	Tortonian	Recent	HuntDB	2007	MFA	11.29	-79.22	yes
planktic	marine	97	12	97_b	Knappertsbusch-angle-503	"Globorotalia menardii menardii (morph alpha) , upper keel angle in degrees. Site 503. (n = 1 because data the information provided (in a figure) allowed computation of standard errors, not standaerd deviations. When the input data are squared standard errors (instead of sample variances), settingn n = 1 for all samples results in the proper calculations in paleoTS.)"	"Knappertsbusch, M. (2007) ?Morphological variability of Globorotalia menardii (planktonic foraminifera) in two DSDP cores from the Caribbean Sea and the Eastern Equatorial Pacific,? Carnets de Geologie, CG2007(A04), pp. 1?34."	https://hal.science/hal-00164930	24	24	7.77142871	angle	no	foram	Globorotalia menardii menardii	yes	sediment core	NA	mixed	marine	Neogene	Quaternary	Miocene	Holocene	Tortonian	Recent	HuntDB	2007	MFA	4.04	-95.38	yes
planktic	marine	97	11	97_b	Knappertsbusch-area-503	"Globorotalia menardii menardii (morph alpha) ,surface area keel view. Site 503. (n = 1 because data the information provided (in a figure) allowed computation of standard errors, not standaerd deviations. When the input data are squared standard errors (instead of sample variances), settingn n = 1 for all samples results in the proper calculations in paleoTS.)"	"Knappertsbusch, M. (2007) ?Morphological variability of Globorotalia menardii (planktonic foraminifera) in two DSDP cores from the Caribbean Sea and the Eastern Equatorial Pacific,? Carnets de Geologie, CG2007(A04), pp. 1?34."	https://hal.science/hal-00164930	24	24	7.77142871	area	no	foram	Globorotalia menardii menardii	yes	sediment core	NA	mixed	marine	Neogene	Quaternary	Miocene	Holocene	Tortonian	Recent	HuntDB	2007	MFA	4.04	-95.38	yes
